#TimeStep,Date,DaysInPeriod,ZeroOrderDIM,AverageDIM,AverageFLOW,SimpleDIM,NettingSet,Time
40,2026-05-05,14,10371.880107,9874.877627,0.000000,13313.446738,CPTY_A,10.244098
41,2026-08-05,14,10299.793874,10066.092052,0.000000,10908.099648,CPTY_A,10.496152
42,2026-11-05,14,10184.698429,9887.727400,0.000000,11753.747987,CPTY_A,10.748207
43,2027-02-05,14,10333.985977,10197.039834,0.000000,15155.532701,CPTY_A,11.000262
44,2027-05-05,14,10067.784664,9990.409533,0.000000,9860.372304,CPTY_A,11.244098
45,2027-08-05,14,9251.360282,9349.653083,0.000000,9227.514125,CPTY_A,11.496152
46,2027-11-05,14,9946.575633,9877.812272,0.000000,11520.715185,CPTY_A,11.748207
47,2028-02-07,15,8548.813275,8286.531024,0.000000,10607.926658,CPTY_A,12.005464
48,2028-05-05,14,9242.026034,9213.207171,0.000000,8973.959235,CPTY_A,12.245902
49,2028-08-07,14,8443.812592,8275.177066,0.000000,9261.132163,CPTY_A,12.502732
50,2028-11-06,14,7755.307557,7732.971874,0.000000,7664.575104,CPTY_A,12.751366
51,2029-02-05,15,7903.200364,7817.525656,0.000000,8004.239870,CPTY_A,13.000262
52,2029-05-08,14,7748.814992,7695.208605,0.000000,8359.374318,CPTY_A,13.252317
53,2029-08-06,14,7250.440388,7286.964638,0.000000,7157.389316,CPTY_A,13.498892
54,2029-11-05,14,7285.748578,7263.926203,0.000000,7903.519841,CPTY_A,13.748207
55,2030-02-05,14,7039.295229,6985.573345,0.000000,7372.019438,CPTY_A,14.000262
56,2030-05-07,14,6373.746912,6370.772538,0.000000,7744.805674,CPTY_A,14.249577
57,2030-08-05,14,6469.659149,6407.601353,0.000000,7152.211577,CPTY_A,14.496152
58,2030-11-05,14,6609.053990,6613.503648,0.000000,7376.564093,CPTY_A,14.748207
59,2031-02-05,14,6320.417803,6288.397479,0.000000,7156.818640,CPTY_A,15.000262
60,2031-05-06,14,5451.507190,5412.123543,0.000000,4884.258504,CPTY_A,15.246837
61,2031-08-05,14,5553.017176,5563.539523,0.000000,6423.409168,CPTY_A,15.496152
62,2031-11-05,14,4597.912306,4610.447149,0.000000,4698.834195,CPTY_A,15.748207
63,2032-02-05,14,4929.320728,4939.585756,0.000000,5723.534768,CPTY_A,16.000000
64,2032-05-05,14,4321.818860,4282.398562,0.000000,4344.066276,CPTY_A,16.245902
65,2032-08-05,14,4457.278670,4452.435515,0.000000,4329.975821,CPTY_A,16.497268
66,2032-11-05,14,3343.792555,3337.711254,0.000000,3596.432566,CPTY_A,16.748634
67,2033-02-07,15,3545.055803,3529.066316,0.000000,3527.674633,CPTY_A,17.005741
68,2033-05-05,14,2995.349453,2977.995570,0.000000,3186.495488,CPTY_A,17.244098
69,2033-08-05,14,3219.057520,3218.066532,0.000000,3433.813048,CPTY_A,17.496152
70,2033-11-07,14,2783.683372,2768.503929,0.000000,2942.009102,CPTY_A,17.753687
71,2034-02-06,15,2472.801277,2423.046605,0.000000,2972.837081,CPTY_A,18.003002
72,2034-05-05,14,1913.967229,1911.724263,0.000000,1997.664082,CPTY_A,18.244098
73,2034-08-07,14,1866.221889,1849.982312,0.000000,1980.973124,CPTY_A,18.501632
74,2034-11-06,14,1260.609748,1278.548764,0.000000,1552.415603,CPTY_A,18.750947
75,2035-02-05,15,1382.468831,1383.012751,0.000000,1752.788687,CPTY_A,19.000262
76,2035-05-08,14,659.872379,659.515734,0.000000,737.166727,CPTY_A,19.252317
77,2035-08-06,14,673.637850,671.372702,0.000000,713.294493,CPTY_A,19.498892
78,2035-11-05,14,4.208726,2.692415,0.000000,4.711642,CPTY_A,19.748207
79,2036-02-05,14,0.941002,0.602462,0.000000,1.396438,CPTY_A,20.000000
80,2036-05-06,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.248634
81,2036-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.497268
82,2036-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,20.748634
83,2037-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.000262
84,2037-05-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.244098
85,2037-08-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.496152
86,2037-11-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,21.748207
87,2038-02-05,14,0.000000,0.000000,0.000000,0.000000,CPTY_A,22.000262
