#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
95,45197.460938,6965.627602,0.000000,6696.039148,6705.670689,-43.697572,6840.178027
96,45639.371094,6990.751717,0.000000,6696.039148,6705.670689,-1698.624228,6840.178027
97,45671.687500,6992.536918,0.000000,6696.039148,6705.670689,6284.826759,6840.178027
98,45706.910156,6994.474610,0.000000,6696.039148,6705.670689,-9.380314,6840.178027
99,45774.855469,6998.188754,0.000000,6696.039148,6705.670689,-1051.506151,6840.178027
100,46148.894531,7018.078066,0.000000,6696.039148,6705.670689,-2831.579991,6840.178027
101,46170.417969,7019.193975,0.000000,6696.039148,6705.670689,-6652.594632,6840.178027
102,46232.585938,7022.399739,0.000000,6696.039148,6705.670689,4163.937776,6840.178027
103,46290.207031,7025.347965,0.000000,6696.039148,6705.670689,-1667.785296,6840.178027
104,46483.859375,7035.094037,0.000000,6696.039148,6705.670689,2727.120242,6840.178027
105,46541.867188,7037.964855,0.000000,6696.039148,6705.670689,-1632.232687,6840.178027
106,46549.136719,7038.323049,0.000000,6696.039148,6705.670689,2356.606293,6840.178027
107,46925.289063,7056.379716,0.000000,6696.039148,6705.670689,-4554.039061,6840.178027
108,47101.308594,7064.508636,0.000000,6696.039148,6705.670689,1912.273205,6840.178027
109,47133.714844,7065.983022,0.000000,6696.039148,6705.670689,298.443388,6840.178027
110,47361.992188,7076.173930,0.000000,6696.039148,6705.670689,-1785.383584,6840.178027
111,47602.078125,7086.524652,0.000000,6696.039148,6705.670689,-1761.908192,6840.178027
112,47909.695313,7099.238991,0.000000,6696.039148,6705.670689,6295.408454,6840.178027
113,48006.503906,7103.113430,0.000000,6696.039148,6705.670689,3498.072420,6840.178027
114,48144.023438,7108.513124,0.000000,6696.039148,6705.670689,-5515.381910,6840.178027
115,48244.011719,7112.362608,0.000000,6696.039148,6705.670689,-2817.077806,6840.178027
116,48280.671875,7113.757876,0.000000,6696.039148,6705.670689,-3438.535070,6840.178027
117,48293.941406,7114.260778,0.000000,6696.039148,6705.670689,1891.926204,6840.178027
118,48329.894531,7115.617675,0.000000,6696.039148,6705.670689,-1055.933688,6840.178027
119,48672.000000,7128.114088,0.000000,6696.039148,6705.670689,2943.007253,6840.178027
120,48684.781250,7128.566439,0.000000,6696.039148,6705.670689,3525.555211,6840.178027
121,48707.855469,7129.380433,0.000000,6696.039148,6705.670689,-2263.259573,6840.178027
122,49035.667969,7140.577842,0.000000,6696.039148,6705.670689,-5885.628347,6840.178027
123,49117.621094,7143.270299,0.000000,6696.039148,6705.670689,3250.598267,6840.178027
124,49377.609375,7151.529742,0.000000,6696.039148,6705.670689,828.697340,6840.178027
125,49562.339844,7157.138262,0.000000,6696.039148,6705.670689,-2342.275538,6840.178027
126,49629.550781,7159.125332,0.000000,6696.039148,6705.670689,-7430.919544,6840.178027
127,49640.917969,7159.458580,0.000000,6696.039148,6705.670689,-2793.911781,6840.178027
