#Sample,Regressor_0_NPV,RegressionDIM,LocalDIM,ExpectedDIM,ZeroOrderDIM,DeltaNPV,SimpleDIM
175,61923.035156,6744.793392,0.000000,6335.175938,6340.801795,3075.640980,6390.479803
176,62209.382813,6740.369657,0.000000,6335.175938,6340.801795,-1480.314474,6390.479803
177,62366.367188,6737.749312,0.000000,6335.175938,6340.801795,887.430060,6390.479803
178,62378.042969,6737.548895,0.000000,6335.175938,6340.801795,-2338.075769,6390.479803
179,62530.484375,6734.861942,0.000000,6335.175938,6340.801795,2539.873593,6390.479803
180,62761.699219,6730.537076,0.000000,6335.175938,6340.801795,-2145.012571,6390.479803
181,63029.097656,6725.159799,0.000000,6335.175938,6340.801795,2980.154669,6390.479803
182,63523.156250,6714.161465,0.000000,6335.175938,6340.801795,-768.650160,6390.479803
183,64005.234375,6702.094600,0.000000,6335.175938,6340.801795,765.930158,6390.479803
184,65129.363281,6668.791517,0.000000,6335.175938,6340.801795,-4518.948274,6390.479803
185,66411.406250,6621.867212,0.000000,6335.175938,6340.801795,3725.350512,6390.479803
186,66702.687500,6609.858223,0.000000,6335.175938,6340.801795,4552.526419,6390.479803
187,67586.218750,6570.332876,0.000000,6335.175938,6340.801795,-5721.574284,6390.479803
188,68693.195313,6514.127110,0.000000,6335.175938,6340.801795,-1735.936584,6390.479803
189,70148.335938,6428.620453,0.000000,6335.175938,6340.801795,-50.713799,6390.479803
190,70383.578125,6413.526452,0.000000,6335.175938,6340.801795,740.041733,6390.479803
191,70600.195313,6399.308911,0.000000,6335.175938,6340.801795,-2659.018434,6390.479803
192,70759.656250,6388.646369,0.000000,6335.175938,6340.801795,-939.221972,6390.479803
193,70890.710938,6379.757881,0.000000,6335.175938,6340.801795,-664.967185,6390.479803
194,71030.531250,6370.149609,0.000000,6335.175938,6340.801795,693.667707,6390.479803
195,72535.085938,6258.410236,0.000000,6335.175938,6340.801795,2625.399701,6390.479803
196,74314.507813,6105.687234,0.000000,6335.175938,6340.801795,-1540.246645,6390.479803
197,76773.796875,5854.769799,0.000000,6335.175938,6340.801795,2.604259,6390.479803
198,79558.476563,5507.444874,0.000000,6335.175938,6340.801795,-3987.735588,6390.479803
199,82283.835938,5089.781378,0.000000,6335.175938,6340.801795,2306.467621,6390.479803
